Order_Item_ID,Order_ID,Product_ID,Quantity,Product_Name,Category,Unit_Price,Stock,Line_Total,Customer_ID,Order_Date,Status,Name,Email,City,Join_Date,Month,Week,Weekday
559,279,5,2,Headphones,Accessories,2000,21,4000,74,2024-01-04,Delivered,Customer_74,customer74@email.com,Delhi,2023-08-08,January,1,Thursday
560,280,9,1,External Drive,Storage,4000,32,4000,58,2024-02-04,Shipped,Customer_58,customer58@email.com,Delhi,2023-06-21,February,5,Sunday
561,280,1,3,Laptop,Electronics,50000,37,150000,58,2024-02-04,Shipped,Customer_58,customer58@email.com,Delhi,2023-06-21,February,5,Sunday
562,280,3,4,Keyboard,Accessories,1500,82,6000,58,2024-02-04,Shipped,Customer_58,customer58@email.com,Delhi,2023-06-21,February,5,Sunday
563,281,7,2,USB Cable,Accessories,200,42,400,17,2024-02-18,Delivered,Customer_17,customer17@email.com,Chennai,2023-02-18,February,7,Sunday
564,281,4,2,Monitor,Electronics,15000,81,30000,17,2024-02-18,Delivered,Customer_17,customer17@email.com,Chennai,2023-02-18,February,7,Sunday
565,282,6,3,Webcam,Accessories,3000,43,9000,7,2024-01-17,Shipped,Customer_7,customer7@email.com,Bangalore,2023-01-19,January,3,Wednesday
566,282,6,3,Webcam,Accessories,3000,43,9000,7,2024-01-17,Shipped,Customer_7,customer7@email.com,Bangalore,2023-01-19,January,3,Wednesday
567,282,6,4,Webcam,Accessories,3000,43,12000,7,2024-01-17,Shipped,Customer_7,customer7@email.com,Bangalore,2023-01-19,January,3,Wednesday
568,283,4,2,Monitor,Electronics,15000,81,30000,46,2024-02-13,Delivered,Customer_46,customer46@email.com,Mumbai,2023-05-16,February,7,Tuesday
569,284,1,2,Laptop,Electronics,50000,37,100000,13,2024-01-28,Delivered,Customer_13,customer13@email.com,Pune,2023-02-06,January,4,Sunday
570,284,6,2,Webcam,Accessories,3000,43,6000,13,2024-01-28,Delivered,Customer_13,customer13@email.com,Pune,2023-02-06,January,4,Sunday
571,284,3,2,Keyboard,Accessories,1500,82,3000,13,2024-01-28,Delivered,Customer_13,customer13@email.com,Pune,2023-02-06,January,4,Sunday
572,285,6,3,Webcam,Accessories,3000,43,9000,40,2024-01-30,Delivered,Customer_40,customer40@email.com,Delhi,2023-04-28,January,5,Tuesday
573,285,7,4,USB Cable,Accessories,200,42,800,40,2024-01-30,Delivered,Customer_40,customer40@email.com,Delhi,2023-04-28,January,5,Tuesday
574,286,9,3,External Drive,Storage,4000,32,12000,42,2024-01-29,Shipped,Customer_42,customer42@email.com,Mumbai,2023-05-04,January,5,Monday
575,286,5,3,Headphones,Accessories,2000,21,6000,42,2024-01-29,Shipped,Customer_42,customer42@email.com,Mumbai,2023-05-04,January,5,Monday
576,287,2,3,Mouse,Accessories,500,16,1500,9,2024-02-15,Delivered,Customer_9,customer9@email.com,Bangalore,2023-01-25,February,7,Thursday
577,287,2,2,Mouse,Accessories,500,16,1000,9,2024-02-15,Delivered,Customer_9,customer9@email.com,Bangalore,2023-01-25,February,7,Thursday
578,288,10,1,Printer,Office,8000,71,8000,50,2024-02-22,Delivered,Customer_50,customer50@email.com,Chennai,2023-05-28,February,8,Thursday
579,288,2,1,Mouse,Accessories,500,16,500,50,2024-02-22,Delivered,Customer_50,customer50@email.com,Chennai,2023-05-28,February,8,Thursday
580,289,6,1,Webcam,Accessories,3000,43,3000,27,2024-01-06,Delivered,Customer_27,customer27@email.com,Bangalore,2023-03-20,January,1,Saturday
581,290,1,2,Laptop,Electronics,50000,37,100000,66,2024-02-04,Processing,Customer_66,customer66@email.com,Chennai,2023-07-15,February,5,Sunday
582,290,6,2,Webcam,Accessories,3000,43,6000,66,2024-02-04,Processing,Customer_66,customer66@email.com,Chennai,2023-07-15,February,5,Sunday
583,290,4,3,Monitor,Electronics,15000,81,45000,66,2024-02-04,Processing,Customer_66,customer66@email.com,Chennai,2023-07-15,February,5,Sunday
584,291,9,2,External Drive,Storage,4000,32,8000,5,2024-02-29,Delivered,Customer_5,customer5@email.com,Pune,2023-01-13,February,9,Thursday
585,291,9,1,External Drive,Storage,4000,32,4000,5,2024-02-29,Delivered,Customer_5,customer5@email.com,Pune,2023-01-13,February,9,Thursday
586,291,5,2,Headphones,Accessories,2000,21,4000,5,2024-02-29,Delivered,Customer_5,customer5@email.com,Pune,2023-01-13,February,9,Thursday
587,292,2,4,Mouse,Accessories,500,16,2000,29,2024-02-10,Shipped,Customer_29,customer29@email.com,Chennai,2023-03-26,February,6,Saturday
588,293,4,1,Monitor,Electronics,15000,81,15000,37,2024-02-06,Delivered,Customer_37,customer37@email.com,Bangalore,2023-04-19,February,6,Tuesday
589,294,4,2,Monitor,Electronics,15000,81,30000,38,2024-01-24,Delivered,Customer_38,customer38@email.com,Pune,2023-04-22,January,4,Wednesday
590,295,6,4,Webcam,Accessories,3000,43,12000,83,2024-01-29,Delivered,Customer_83,customer83@email.com,Pune,2023-09-04,January,5,Monday
591,296,2,4,Mouse,Accessories,500,16,2000,8,2024-02-18,Delivered,Customer_8,customer8@email.com,Bangalore,2023-01-22,February,7,Sunday
592,297,3,3,Keyboard,Accessories,1500,82,4500,65,2024-02-15,Shipped,Customer_65,customer65@email.com,Delhi,2023-07-12,February,7,Thursday
593,297,3,1,Keyboard,Accessories,1500,82,1500,65,2024-02-15,Shipped,Customer_65,customer65@email.com,Delhi,2023-07-12,February,7,Thursday
594,297,3,2,Keyboard,Accessories,1500,82,3000,65,2024-02-15,Shipped,Customer_65,customer65@email.com,Delhi,2023-07-12,February,7,Thursday
595,298,9,2,External Drive,Storage,4000,32,8000,86,2024-02-22,Delivered,Customer_86,customer86@email.com,Mumbai,2023-09-13,February,8,Thursday
596,298,2,1,Mouse,Accessories,500,16,500,86,2024-02-22,Delivered,Customer_86,customer86@email.com,Mumbai,2023-09-13,February,8,Thursday
597,299,8,3,Router,Networking,3500,57,10500,17,2024-01-31,Delivered,Customer_17,customer17@email.com,Chennai,2023-02-18,January,5,Wednesday
598,299,9,3,External Drive,Storage,4000,32,12000,17,2024-01-31,Delivered,Customer_17,customer17@email.com,Chennai,2023-02-18,January,5,Wednesday
599,299,3,1,Keyboard,Accessories,1500,82,1500,17,2024-01-31,Delivered,Customer_17,customer17@email.com,Chennai,2023-02-18,January,5,Wednesday
600,300,5,1,Headphones,Accessories,2000,21,2000,71,2024-02-04,Processing,Customer_71,customer71@email.com,Mumbai,2023-07-30,February,5,Sunday
601,300,3,3,Keyboard,Accessories,1500,82,4500,71,2024-02-04,Processing,Customer_71,customer71@email.com,Mumbai,2023-07-30,February,5,Sunday
602,300,1,4,Laptop,Electronics,50000,37,200000,71,2024-02-04,Processing,Customer_71,customer71@email.com,Mumbai,2023-07-30,February,5,Sunday
